time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,shortwave_radiation_sum,sunshine_duration,weather_code,target
2021-09-25,30.4,24.6,26.9,36.2,29.7,99,70,88,6.2,14.1,139,14.1,14.1,0.0,19.0,12.13,16855.46,63,38.2
2021-09-26,31.3,24.9,27.6,38.2,29.8,98,73,88,8.5,19.0,70,8.5,8.5,0.0,14.0,14.78,23527.94,63,39.8
2021-09-27,32.7,26.0,29.1,39.8,31.6,96,69,83,11.5,23.7,71,2.1,2.1,0.0,7.0,18.36,39540.72,55,36.9
2021-09-28,32.3,26.1,28.9,36.9,31.2,93,62,79,11.0,29.5,84,1.1,1.1,0.0,7.0,16.55,36181.57,53,38.8
2021-09-29,32.2,26.0,28.7,38.8,30.7,91,66,79,8.7,19.7,95,4.4,4.4,0.0,7.0,17.35,39600.0,63,37.5
2021-09-30,32.5,25.8,28.7,37.5,31.1,93,59,77,7.4,17.0,77,0.2,0.2,0.0,2.0,18.86,39600.0,51,38.7
2021-10-01,32.3,25.1,28.4,38.7,30.5,95,63,81,5.8,15.9,32,0.5,0.5,0.0,1.0,18.22,39546.08,53,38.7
2021-10-02,33.1,25.2,28.4,38.7,31.1,98,60,84,9.4,18.8,286,0.9,0.9,0.0,5.0,17.04,39600.0,51,38.1
2021-10-03,33.7,25.6,29.4,38.1,31.2,97,54,76,8.9,18.3,260,0.0,0.0,0.0,0.0,18.54,39600.0,3,39.8
2021-10-04,33.4,26.4,29.2,39.8,31.2,92,60,80,6.4,12.8,259,3.2,3.2,0.0,7.0,16.7,39600.0,61,39.6
2021-10-05,33.1,25.9,29.0,39.6,32.0,97,58,81,4.9,13.0,104,2.5,2.5,0.0,8.0,16.6,39600.0,53,39.7
2021-10-06,33.2,26.0,29.2,39.7,32.5,97,57,80,4.3,12.8,6,0.3,0.3,0.0,2.0,17.25,39390.02,51,38.6
2021-10-07,33.4,25.3,29.1,38.6,29.4,96,53,74,6.5,14.1,326,0.7,0.7,0.0,5.0,17.7,39600.0,51,37.0
2021-10-08,33.5,22.7,28.1,37.0,26.6,96,43,69,7.9,15.2,313,0.0,0.0,0.0,0.0,18.94,39600.0,1,36.8
2021-10-09,34.0,23.2,28.3,36.8,27.1,91,39,67,8.9,17.2,303,0.0,0.0,0.0,0.0,19.57,39600.0,0,38.4
2021-10-10,34.9,23.0,28.5,38.4,26.3,88,38,66,7.3,15.4,307,0.0,0.0,0.0,0.0,19.34,39600.0,0,36.5
2021-10-11,33.0,22.9,28.2,36.5,26.7,94,46,70,7.0,15.4,351,0.0,0.0,0.0,0.0,16.34,39600.0,2,37.2
2021-10-12,34.2,23.0,28.3,37.2,27.2,94,38,69,7.2,16.1,323,0.0,0.0,0.0,0.0,18.64,39600.0,0,36.9
2021-10-13,34.1,23.6,28.3,36.9,27.1,86,37,62,10.6,19.5,318,0.0,0.0,0.0,0.0,18.95,39600.0,0,34.4
2021-10-14,33.2,22.5,27.0,34.4,23.4,69,35,55,8.2,16.6,324,0.0,0.0,0.0,0.0,19.2,39600.0,3,37.0
2021-10-15,33.5,21.6,27.3,37.0,23.5,80,40,61,5.1,10.1,339,0.0,0.0,0.0,0.0,18.87,39600.0,3,38.8
2021-10-16,34.2,24.0,29.0,38.8,28.1,92,51,70,7.3,16.6,68,0.2,0.2,0.0,1.0,17.44,38019.47,51,38.7
2021-10-17,34.5,26.4,28.9,38.7,31.0,87,53,76,11.7,23.3,72,9.0,9.0,0.0,8.0,15.82,37685.27,63,35.4
2021-10-18,31.0,24.0,26.2,35.4,28.2,97,65,88,10.5,20.4,105,64.4,64.4,0.0,24.0,11.45,19358.2,65,32.0
2021-10-19,30.4,23.2,26.1,32.0,25.5,97,50,78,12.9,23.3,290,1.2,1.2,0.0,9.0,15.35,31764.29,51,33.2
2021-10-20,30.9,21.8,25.6,33.2,24.1,87,44,71,7.7,15.2,282,0.0,0.0,0.0,0.0,17.07,39600.0,1,32.7
2021-10-21,31.6,20.8,25.3,32.7,22.1,89,37,62,9.3,17.2,265,0.0,0.0,0.0,0.0,18.3,39600.0,0,32.1
2021-10-22,31.5,20.6,25.0,32.1,20.8,81,39,62,10.9,20.1,286,0.0,0.0,0.0,0.0,18.17,39600.0,0,34.3
2021-10-23,31.7,19.1,25.1,34.3,20.6,91,36,67,5.3,8.1,186,0.0,0.0,0.0,0.0,17.86,39600.0,0,32.7
2021-10-24,31.1,20.0,25.3,32.7,22.2,89,36,64,7.4,15.7,99,0.0,0.0,0.0,0.0,15.35,33098.33,3,32.7
2021-10-25,30.0,20.8,25.0,32.7,23.1,88,44,67,5.4,8.9,345,0.0,0.0,0.0,0.0,16.12,39273.96,3,31.4
2021-10-26,29.5,20.0,24.1,31.4,21.3,91,44,70,6.5,13.2,342,0.0,0.0,0.0,0.0,16.27,39040.54,1,28.1
2021-10-27,28.5,17.8,22.5,28.1,19.0,93,36,66,8.5,17.2,333,0.0,0.0,0.0,0.0,17.77,39454.15,0,29.7
2021-10-28,28.6,15.9,22.0,29.7,16.7,93,36,67,5.9,11.2,321,0.0,0.0,0.0,0.0,17.47,39407.39,0,30.3
2021-10-29,28.4,16.3,22.4,30.3,17.5,94,41,68,5.7,10.7,325,0.0,0.0,0.0,0.0,17.0,38599.97,0,29.1
2021-10-30,28.9,16.6,22.3,29.1,17.5,93,36,67,6.0,14.1,306,0.0,0.0,0.0,0.0,17.15,39165.62,0,29.0
2021-10-31,29.7,16.1,22.5,29.0,15.9,82,29,57,7.1,15.2,290,0.0,0.0,0.0,0.0,17.23,39195.6,0,30.8
2021-11-01,29.8,16.6,22.3,30.8,16.4,79,30,59,5.8,9.4,219,0.0,0.0,0.0,0.0,16.93,38955.96,0,30.4
2021-11-02,29.5,15.9,22.6,30.4,16.2,92,31,61,6.4,13.0,67,0.0,0.0,0.0,0.0,16.78,38714.7,0,30.1
2021-11-03,28.8,16.9,22.4,30.1,18.0,91,37,64,5.6,11.0,23,0.0,0.0,0.0,0.0,16.57,38471.69,0,30.8
2021-11-04,29.0,15.8,22.6,30.8,16.8,97,37,68,5.7,7.6,28,0.0,0.0,0.0,0.0,16.36,38226.96,2,30.7
2021-11-05,29.1,16.7,22.8,30.7,17.7,95,34,67,5.8,9.2,244,0.0,0.0,0.0,0.0,15.5,37341.42,3,28.0
2021-11-06,27.9,15.8,21.5,28.0,16.6,94,35,64,5.3,11.0,296,0.0,0.0,0.0,0.0,16.03,38276.07,3,28.6
2021-11-07,29.0,16.2,22.0,28.6,15.9,79,35,60,6.6,13.4,291,0.0,0.0,0.0,0.0,14.17,33722.15,3,29.2
2021-11-08,29.5,15.6,21.6,29.2,16.3,93,31,68,6.9,14.1,311,0.0,0.0,0.0,0.0,16.1,38050.95,3,28.9
2021-11-09,29.1,15.4,21.4,28.9,15.7,95,33,68,7.5,14.5,317,0.0,0.0,0.0,0.0,15.84,38073.36,1,27.7
2021-11-10,27.8,14.9,20.9,27.7,15.2,93,40,71,7.4,15.9,327,0.0,0.0,0.0,0.0,15.86,37821.75,3,29.1
2021-11-11,28.0,14.6,21.2,29.1,15.1,99,39,72,5.8,10.7,351,0.0,0.0,0.0,0.0,15.6,37842.52,3,28.4
2021-11-12,27.3,15.1,21.3,28.4,15.6,97,38,67,4.9,8.7,26,0.0,0.0,0.0,0.0,15.04,35628.28,3,28.5
2021-11-13,27.5,14.9,20.8,28.5,15.3,94,42,69,6.3,10.5,345,0.0,0.0,0.0,0.0,15.46,37607.22,0,27.6
2021-11-14,27.1,13.9,20.3,27.6,14.0,96,38,67,6.5,8.9,345,0.0,0.0,0.0,0.0,15.48,37610.04,0,26.4
2021-11-15,26.3,13.1,19.6,26.4,12.8,96,38,67,6.1,9.6,331,0.0,0.0,0.0,0.0,15.31,37307.96,0,27.0
2021-11-16,26.0,13.6,19.5,27.0,13.3,96,42,69,5.4,9.2,338,0.0,0.0,0.0,0.0,15.15,37280.67,3,27.1
2021-11-17,26.5,12.7,19.5,27.1,12.0,95,42,70,5.5,11.6,23,0.0,0.0,0.0,0.0,14.85,35972.79,3,27.2
2021-11-18,26.3,15.1,20.3,27.2,15.6,94,45,70,6.1,9.8,12,0.0,0.0,0.0,0.0,12.94,30846.16,3,23.2
2021-11-19,23.0,16.6,20.1,23.2,17.5,94,56,74,5.4,12.5,346,0.0,0.0,0.0,0.0,7.48,14638.52,3,25.9
2021-11-20,24.0,17.1,20.0,25.9,18.0,97,65,81,6.7,11.4,333,42.6,42.6,0.0,6.0,7.46,16067.16,65,28.4
2021-11-21,27.5,16.0,21.1,28.4,16.9,97,48,75,4.7,10.7,299,0.0,0.0,0.0,0.0,14.13,35580.11,0,26.2
2021-11-22,27.5,16.9,21.0,26.2,15.5,89,33,62,7.7,14.3,289,0.0,0.0,0.0,0.0,14.37,36179.16,0,25.1
2021-11-23,26.5,13.1,19.6,25.1,11.9,81,30,56,6.0,11.4,297,0.0,0.0,0.0,0.0,14.94,36779.71,0,26.3
2021-11-24,26.1,13.1,18.7,26.3,12.5,87,35,63,5.9,7.6,16,0.0,0.0,0.0,0.0,14.72,36536.02,0,25.4
2021-11-25,25.6,12.8,18.0,25.4,12.2,91,39,71,6.1,11.4,19,0.0,0.0,0.0,0.0,14.6,36290.48,0,25.5
2021-11-26,25.1,11.4,18.9,25.5,11.0,97,45,71,5.1,9.4,35,0.0,0.0,0.0,0.0,14.16,35479.34,0,26.4
2021-11-27,26.2,12.8,18.9,26.4,12.6,98,43,74,5.8,11.0,89,0.0,0.0,0.0,0.0,14.02,35229.71,0,26.8
2021-11-28,26.3,13.2,19.1,26.8,13.0,96,41,73,5.8,8.5,58,0.0,0.0,0.0,0.0,13.94,34695.87,3,26.5
2021-11-29,26.0,13.6,19.1,26.5,13.9,96,46,75,6.4,11.4,327,0.0,0.0,0.0,0.0,13.64,33592.99,3,24.7
2021-11-30,25.0,13.6,18.3,24.7,13.4,93,40,72,6.3,11.0,316,0.0,0.0,0.0,0.0,13.58,32400.0,3,24.6
2021-12-01,24.6,13.6,18.8,24.6,13.5,94,46,74,7.3,11.9,346,0.0,0.0,0.0,0.0,11.99,26841.9,3,25.3
2021-12-02,24.5,15.4,19.7,25.3,16.2,96,55,76,6.6,11.0,319,0.0,0.0,0.0,0.0,11.63,25200.0,3,21.5
2021-12-03,21.3,16.8,19.0,21.5,17.3,86,60,72,5.5,10.1,348,0.0,0.0,0.0,0.0,4.05,10089.18,3,26.4
2021-12-04,25.6,13.2,19.3,26.4,12.9,99,48,75,5.8,9.2,338,0.0,0.0,0.0,0.0,13.38,34006.2,0,27.1
2021-12-05,26.3,14.6,19.8,27.1,14.8,96,48,76,4.9,12.1,37,0.0,0.0,0.0,0.0,13.18,34029.24,0,26.7
2021-12-06,26.5,17.0,20.8,26.7,17.9,92,50,74,8.2,15.4,350,0.0,0.0,0.0,0.0,9.71,25299.73,3,23.9
2021-12-07,25.4,14.9,19.1,23.9,13.2,94,35,68,7.5,15.9,319,0.0,0.0,0.0,0.0,13.46,34357.89,0,23.3
2021-12-08,24.3,11.4,17.2,23.3,10.0,91,36,66,5.9,10.3,307,0.0,0.0,0.0,0.0,13.8,34663.74,0,24.0
2021-12-09,24.4,11.9,17.5,24.0,11.2,93,42,69,5.9,9.4,15,0.0,0.0,0.0,0.0,12.75,33352.74,1,22.0
2021-12-10,23.4,11.1,16.7,22.0,10.1,93,41,69,5.8,13.4,312,0.0,0.0,0.0,0.0,13.59,34412.93,0,22.3
2021-12-11,23.0,11.8,16.3,22.3,11.0,93,42,71,5.9,11.6,283,0.0,0.0,0.0,0.0,13.54,34141.78,0,21.7
2021-12-12,22.2,10.5,15.6,21.7,9.2,94,43,70,5.9,8.1,23,0.0,0.0,0.0,0.0,13.46,34155.72,3,21.9
2021-12-13,22.8,8.9,15.4,21.9,7.3,95,39,71,5.8,9.6,60,0.0,0.0,0.0,0.0,13.54,34456.07,1,22.6
2021-12-14,23.8,10.4,16.4,22.6,9.3,96,41,70,5.4,11.4,61,0.0,0.0,0.0,0.0,12.65,33603.78,2,23.6
2021-12-15,24.0,11.4,17.2,23.6,10.5,94,45,72,5.6,11.2,28,0.0,0.0,0.0,0.0,12.42,30002.09,3,24.5
2021-12-16,24.9,12.4,18.3,24.5,11.9,95,46,71,7.8,16.1,71,0.0,0.0,0.0,0.0,11.2,32342.99,3,19.4
2021-12-17,21.5,14.2,17.6,19.4,11.2,89,47,65,11.5,21.7,340,0.0,0.0,0.0,0.0,11.07,27202.15,3,15.4
2021-12-18,19.1,8.9,13.4,15.4,6.2,75,29,54,8.9,18.1,301,0.0,0.0,0.0,0.0,13.99,35076.08,0,15.4
2021-12-19,19.1,7.4,12.4,15.4,4.7,89,34,62,9.2,18.1,286,0.0,0.0,0.0,0.0,13.77,35080.47,0,17.2
2021-12-20,19.5,6.4,12.2,17.2,4.1,90,39,67,6.0,13.2,285,0.0,0.0,0.0,0.0,13.61,34507.14,2,18.5
2021-12-21,20.8,5.9,12.5,18.5,3.9,94,38,70,6.5,12.3,286,0.0,0.0,0.0,0.0,13.56,34508.66,0,20.0
2021-12-22,21.8,6.7,14.5,20.0,5.0,94,36,64,4.9,11.2,290,0.0,0.0,0.0,0.0,13.51,34798.01,1,22.1
2021-12-23,22.7,9.0,16.1,22.1,7.9,91,37,62,4.7,8.7,103,0.0,0.0,0.0,0.0,13.4,34218.43,1,23.1
2021-12-24,24.2,9.8,16.0,23.1,8.1,92,36,66,6.1,11.2,79,0.0,0.0,0.0,0.0,13.29,34061.6,3,22.9
2021-12-25,23.7,10.1,16.0,22.9,8.5,93,40,70,6.1,9.6,14,0.0,0.0,0.0,0.0,13.42,34912.12,0,22.9
2021-12-26,23.6,9.6,16.0,22.9,7.9,94,39,71,5.8,9.2,59,0.0,0.0,0.0,0.0,13.31,34894.22,3,22.9
2021-12-27,23.0,11.9,16.7,22.9,11.2,95,48,76,5.5,11.0,54,0.0,0.0,0.0,0.0,12.06,34297.31,3,16.4
2021-12-28,16.2,13.1,15.2,16.4,12.8,96,80,89,7.2,12.5,25,8.2,8.2,0.0,9.0,2.02,0.0,61,17.1
2021-12-29,19.1,10.7,15.1,17.1,9.7,97,56,82,9.2,17.0,348,1.1,1.1,0.0,7.0,8.83,24136.87,51,19.0
2021-12-30,20.2,9.1,13.8,19.0,7.5,99,51,81,7.7,14.8,356,0.0,0.0,0.0,0.0,12.52,31099.28,3,19.1
2021-12-31,20.2,9.2,13.9,19.1,7.9,98,49,80,5.8,12.3,316,0.0,0.0,0.0,0.0,12.3,32400.0,3,19.0
2022-01-01,20.0,9.0,14.2,19.0,7.5,94,48,75,5.1,9.8,314,0.2,0.2,0.0,1.0,13.11,32400.0,51,18.7
2022-01-02,19.8,8.4,13.6,18.7,7.0,95,49,75,6.7,9.4,331,0.0,0.0,0.0,0.0,12.65,35772.27,3,19.6
2022-01-03,20.4,7.1,13.8,19.6,5.7,98,53,78,6.2,11.6,286,0.0,0.0,0.0,0.0,13.74,35811.09,3,21.9
2022-01-04,21.9,8.1,14.6,21.9,6.1,97,49,78,5.7,10.5,271,0.0,0.0,0.0,0.0,13.8,35850.98,3,23.7
2022-01-05,23.4,9.6,16.1,23.7,8.0,97,49,78,7.9,13.6,98,0.0,0.0,0.0,0.0,12.26,28800.0,3,17.7
2022-01-06,18.5,14.4,15.9,17.7,13.6,95,72,87,11.2,21.0,87,16.6,16.6,0.0,13.0,5.72,8919.55,63,20.1
2022-01-07,20.5,13.8,16.4,20.1,13.9,98,72,90,9.6,18.6,114,6.8,6.8,0.0,12.0,8.29,18415.07,61,21.1
2022-01-08,20.5,14.4,16.7,21.1,13.6,97,77,90,10.9,20.4,101,12.8,12.8,0.0,12.0,7.83,24052.49,63,21.5
2022-01-09,20.3,13.4,16.7,21.5,13.6,98,78,91,7.2,15.2,143,3.5,3.5,0.0,9.0,6.29,5907.14,61,19.0
2022-01-10,19.0,14.1,16.1,19.0,14.0,99,75,90,7.7,14.5,317,0.5,0.5,0.0,5.0,5.47,11982.26,51,19.6
2022-01-11,20.3,11.2,14.8,19.6,10.4,97,56,82,6.6,14.1,307,0.0,0.0,0.0,0.0,13.69,36000.0,1,17.3
2022-01-12,19.0,9.6,13.7,17.3,7.5,95,51,77,7.2,15.0,316,0.0,0.0,0.0,0.0,13.54,36000.0,3,18.7
2022-01-13,18.6,7.7,12.6,18.7,5.3,95,52,78,6.3,7.4,1,0.0,0.0,0.0,0.0,14.64,36000.0,2,18.3
2022-01-14,19.0,7.4,12.6,18.3,5.3,95,52,78,5.8,10.5,2,0.0,0.0,0.0,0.0,14.72,36000.0,0,16.1
2022-01-15,17.6,7.6,11.8,16.1,5.5,95,54,79,5.6,13.4,327,0.0,0.0,0.0,0.0,14.94,36000.0,0,16.7
2022-01-16,17.4,5.9,10.8,16.7,3.7,98,60,84,5.9,11.0,325,0.0,0.0,0.0,0.0,14.96,36000.0,0,17.0
2022-01-17,17.6,6.4,11.0,17.0,4.6,99,62,86,5.6,11.2,4,0.0,0.0,0.0,0.0,15.0,36000.0,3,15.0
2022-01-18,16.4,5.7,10.0,15.0,4.2,100,62,86,5.6,12.8,287,0.0,0.0,0.0,0.0,12.38,25436.35,3,15.8
2022-01-19,16.4,5.1,10.0,15.8,2.6,100,68,89,5.6,11.9,274,0.0,0.0,0.0,0.0,11.88,26615.34,3,18.9
2022-01-20,19.2,5.7,12.2,18.9,4.1,100,60,86,7.1,13.2,99,1.5,1.5,0.0,2.0,13.3,27342.05,55,21.5
2022-01-21,21.0,10.1,14.6,21.5,8.6,97,60,84,5.9,10.7,47,0.1,0.1,0.0,1.0,15.12,36000.0,51,21.6
2022-01-22,21.8,11.6,15.6,21.6,10.5,95,61,85,10.6,19.9,110,3.3,3.3,0.0,6.0,10.43,24421.79,61,24.0
2022-01-23,22.6,12.4,16.3,24.0,12.1,99,52,83,8.4,13.9,290,0.0,0.0,0.0,0.0,12.63,30477.79,3,17.5
2022-01-24,19.5,11.1,14.8,17.5,9.8,97,43,76,7.6,16.3,303,0.0,0.0,0.0,0.0,15.15,36000.0,3,16.8
2022-01-25,18.5,8.1,13.6,16.8,6.2,96,45,72,7.6,15.2,305,0.0,0.0,0.0,0.0,14.83,36000.0,3,15.0
2022-01-26,18.0,8.4,12.7,15.0,7.0,96,44,72,10.0,19.5,300,0.0,0.0,0.0,0.0,13.91,34906.91,3,15.6
2022-01-27,18.6,7.6,12.2,15.6,5.6,94,47,75,11.0,20.8,290,0.0,0.0,0.0,0.0,14.87,36000.0,3,16.2
2022-01-28,19.0,7.9,12.5,16.2,5.6,91,41,70,9.9,19.5,274,0.0,0.0,0.0,0.0,16.57,36000.0,0,18.7
2022-01-29,20.4,6.5,12.8,18.7,4.2,90,44,72,7.1,14.8,276,0.0,0.0,0.0,0.0,16.41,36139.98,0,20.9
2022-01-30,23.0,9.3,15.1,20.9,7.1,90,40,71,10.1,19.2,273,0.0,0.0,0.0,0.0,16.66,36125.24,0,24.0
2022-01-31,23.8,8.5,15.3,24.0,6.7,95,43,77,6.2,10.1,309,0.0,0.0,0.0,0.0,16.59,36109.8,0,24.0
2022-02-01,24.8,9.0,16.3,24.0,7.7,100,43,79,9.4,17.9,273,0.0,0.0,0.0,0.0,16.44,36000.0,3,23.7
2022-02-02,22.7,10.8,16.2,23.7,9.7,98,48,76,8.4,13.6,5,0.0,0.0,0.0,0.0,16.88,36077.0,0,26.1
2022-02-03,27.0,12.6,18.0,26.1,10.5,98,41,74,13.0,25.3,117,0.1,0.1,0.0,1.0,16.19,36000.0,51,17.9
2022-02-04,20.5,11.4,15.3,17.9,9.9,100,43,74,13.0,23.0,296,0.0,0.0,0.0,0.0,16.05,32793.7,3,19.1
2022-02-05,20.2,8.2,13.5,19.1,7.0,100,43,77,7.4,15.0,322,0.0,0.0,0.0,0.0,17.22,36000.0,3,21.0
2022-02-06,21.4,7.5,13.9,21.0,6.1,100,44,77,5.9,10.7,357,0.0,0.0,0.0,0.0,17.42,36000.0,3,24.5
2022-02-07,23.5,7.9,15.1,24.5,6.0,100,47,79,6.0,9.8,104,0.0,0.0,0.0,0.0,17.46,36522.29,0,26.7
2022-02-08,25.4,10.6,17.4,26.7,9.5,96,42,74,7.9,12.8,104,0.0,0.0,0.0,0.0,17.39,36501.36,0,26.1
2022-02-09,24.4,13.4,17.7,26.1,12.7,95,54,79,11.4,20.8,51,0.4,0.4,0.0,2.0,16.07,36212.29,51,21.2
2022-02-10,22.0,11.1,15.7,21.2,10.2,97,45,76,9.6,18.8,322,0.0,0.0,0.0,0.0,17.79,36458.22,0,19.5
2022-02-11,22.4,10.2,15.7,19.5,8.8,91,33,64,11.2,21.5,290,0.0,0.0,0.0,0.0,18.47,36702.8,0,20.7
2022-02-12,22.7,9.9,15.3,20.7,7.9,87,33,64,9.8,19.5,287,0.0,0.0,0.0,0.0,18.77,36946.12,0,23.2
2022-02-13,23.4,8.3,15.6,23.2,6.8,91,34,65,7.0,10.7,344,0.0,0.0,0.0,0.0,18.71,36922.09,0,23.9
2022-02-14,23.8,9.4,16.0,23.9,8.3,95,36,69,6.1,9.4,70,0.0,0.0,0.0,0.0,18.8,37162.73,0,24.4
2022-02-15,24.3,11.2,16.9,24.4,9.9,92,36,67,6.5,12.1,16,0.0,0.0,0.0,0.0,18.74,37136.83,0,25.4
2022-02-16,25.9,10.9,18.3,25.4,10.2,91,28,61,7.6,14.8,320,0.0,0.0,0.0,0.0,18.77,37374.84,0,25.8
2022-02-17,27.0,10.9,18.9,25.8,9.4,87,22,52,7.9,15.9,312,0.0,0.0,0.0,0.0,19.14,37347.31,0,27.0
2022-02-18,28.0,11.3,19.4,27.0,9.1,76,22,48,6.1,13.2,273,0.0,0.0,0.0,0.0,19.08,37582.98,0,27.3
2022-02-19,28.5,12.9,20.3,27.3,11.5,77,26,51,10.2,19.0,300,0.0,0.0,0.0,0.0,18.33,37554.04,3,23.9
2022-02-20,27.0,14.1,19.9,23.9,12.4,74,24,49,14.6,26.2,284,0.0,0.0,0.0,0.0,19.36,37883.05,1,24.4
2022-02-21,26.1,12.1,19.3,24.4,11.1,84,25,52,7.6,16.6,280,0.0,0.0,0.0,0.0,19.76,38095.58,0,27.3
2022-02-22,29.1,11.5,20.6,27.3,10.2,86,26,50,12.3,19.9,111,0.0,0.0,0.0,0.0,19.53,38045.13,0,30.5
2022-02-23,29.8,15.9,22.3,30.5,13.5,66,32,48,12.8,21.3,95,0.0,0.0,0.0,0.0,19.48,38219.92,3,29.4
2022-02-24,29.9,16.1,22.3,29.4,16.1,89,28,59,7.3,16.1,37,0.0,0.0,0.0,0.0,18.61,37770.32,3,28.3
2022-02-25,28.4,15.1,21.6,28.3,15.3,93,29,56,6.5,14.3,19,0.0,0.0,0.0,0.0,19.36,38414.87,0,29.4
2022-02-26,30.4,15.8,22.5,29.4,13.8,70,26,48,10.9,21.9,89,0.0,0.0,0.0,0.0,19.48,38646.14,3,29.0
2022-02-27,28.0,16.4,21.8,29.0,16.0,77,42,60,9.2,18.1,24,0.0,0.0,0.0,0.0,19.8,38834.05,0,26.1
2022-02-28,26.8,15.1,20.1,26.1,13.5,87,29,58,7.9,16.6,317,0.0,0.0,0.0,0.0,20.45,39301.96,0,27.2
2022-03-01,27.2,11.7,19.1,27.2,10.5,90,28,59,6.0,11.4,323,0.0,0.0,0.0,0.0,20.62,39658.18,0,28.7
2022-03-02,28.0,12.1,20.2,28.7,11.4,87,31,57,6.2,9.8,324,0.0,0.0,0.0,0.0,20.55,39695.59,0,29.9
2022-03-03,29.5,13.1,21.1,29.9,12.4,89,25,54,5.2,10.5,103,0.0,0.0,0.0,0.0,20.7,39733.39,0,32.6
2022-03-04,31.2,16.0,23.3,32.6,15.3,76,26,50,9.8,17.7,0,0.0,0.0,0.0,0.0,19.84,34850.93,3,27.6
2022-03-05,28.5,16.1,21.8,27.6,15.5,82,30,56,9.4,19.0,304,0.0,0.0,0.0,0.0,21.34,40068.2,0,29.7
2022-03-06,28.8,13.8,21.1,29.7,13.4,91,30,58,5.4,10.3,328,0.0,0.0,0.0,0.0,21.46,40365.76,0,31.4
2022-03-07,30.1,14.9,22.2,31.4,14.8,86,28,57,6.1,10.7,39,0.0,0.0,0.0,0.0,20.41,40407.09,3,30.9
2022-03-08,31.2,14.4,22.6,30.9,14.2,89,22,54,8.2,16.3,321,0.0,0.0,0.0,0.0,21.03,39662.32,3,32.2
2022-03-09,32.9,16.7,24.6,32.2,15.9,78,22,46,9.4,18.1,310,0.0,0.0,0.0,0.0,21.2,40159.4,3,32.2
2022-03-10,32.4,17.9,24.3,32.2,17.2,68,26,48,12.8,24.8,308,0.0,0.0,0.0,0.0,20.82,40399.47,3,30.5
2022-03-11,32.3,17.5,24.4,30.5,17.4,74,20,45,11.9,23.0,309,0.0,0.0,0.0,0.0,21.68,40639.46,0,30.9
2022-03-12,31.8,17.3,23.9,30.9,16.3,68,24,46,9.5,19.9,304,0.0,0.0,0.0,0.0,22.24,40879.37,0,32.7
2022-03-13,32.9,15.9,24.6,32.7,14.9,71,23,46,6.6,14.8,286,0.0,0.0,0.0,0.0,22.17,40607.25,0,35.6
2022-03-14,35.5,18.1,26.3,35.6,17.9,71,24,48,9.4,18.6,281,0.0,0.0,0.0,0.0,21.88,40847.38,0,36.9
2022-03-15,35.2,18.9,26.9,36.9,20.1,84,29,55,9.1,17.7,315,0.0,0.0,0.0,0.0,21.92,40831.77,2,36.6
2022-03-16,36.7,20.9,28.4,36.6,22.2,77,21,49,11.8,22.1,288,0.0,0.0,0.0,0.0,22.28,41072.03,2,39.5
2022-03-17,36.2,21.1,28.4,39.5,22.3,73,32,52,7.2,15.2,359,0.0,0.0,0.0,0.0,21.73,40801.23,2,38.9
2022-03-18,36.3,22.8,29.7,38.9,25.0,77,32,51,7.3,15.0,61,0.0,0.0,0.0,0.0,21.29,40786.28,2,39.9
2022-03-19,37.0,23.2,30.1,39.9,25.6,75,29,48,6.8,14.8,1,0.0,0.0,0.0,0.0,20.53,40516.1,1,38.8
2022-03-20,38.3,21.7,29.8,38.8,23.2,78,18,42,10.9,19.9,331,0.0,0.0,0.0,0.0,20.9,41012.3,2,36.6
2022-03-21,38.5,21.8,30.2,36.6,21.6,58,11,27,10.9,21.0,285,0.0,0.0,0.0,0.0,23.11,41253.17,3,36.2
2022-03-22,38.0,22.3,29.6,36.2,20.7,44,13,28,12.0,22.1,302,0.0,0.0,0.0,0.0,23.12,41494.15,0,36.0
2022-03-23,37.0,20.4,28.8,36.0,19.4,51,13,30,11.1,20.8,303,0.0,0.0,0.0,0.0,23.42,41224.69,0,36.7
2022-03-24,37.9,20.8,29.3,36.7,20.0,54,14,32,14.9,26.4,276,0.0,0.0,0.0,0.0,19.67,39487.54,3,36.9
2022-03-25,37.8,22.0,29.7,36.9,20.9,51,14,28,11.2,21.7,296,0.0,0.0,0.0,0.0,22.76,38768.0,2,33.9
2022-03-26,37.5,22.4,29.6,33.9,20.4,40,11,23,16.8,30.0,300,0.0,0.0,0.0,0.0,23.9,41694.22,0,35.7
2022-03-27,38.8,20.4,29.4,35.7,18.5,45,10,25,13.2,25.7,285,0.0,0.0,0.0,0.0,24.05,41681.11,0,37.0
2022-03-28,39.5,19.7,29.4,37.0,17.6,43,9,23,10.9,21.7,283,0.0,0.0,0.0,0.0,24.17,41668.25,0,38.2
2022-03-29,40.4,21.7,30.8,38.2,18.9,29,9,20,10.1,20.4,291,0.0,0.0,0.0,0.0,24.21,41655.63,0,39.4
